LABEL,Type,Podr_name_lv1,Podr_name_lv0,Manufacturer,Inkasso,Accounting_center,Connection,Model,Placement_lv0,Placement_lv1,Category,Service_lv1,Service_lv0
4,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,Store,ZAP,PRO,H,SBS
4,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,Store,ZAP,PRO,H,SBS
4,ATM,L1,VVB,First,Enabled,V,Wire,S6622,PoB,REGALL24,FIL,H,SBS
4,ATM,L1,VVB,First,Enabled,V,Wire,S6622,PoB,REGALL24,FIL,H,SBS
0,ATM,L1,VVB,First,Enabled,V,Wire,S6622,PoB,REGALL24,FIL,H,SBS
0,ATM,L1,VVB,First,Enabled,V,Wire,S6622,PoB,REGALL24,FIL,H,SBS
3,ATM,L1,VVB,First,Enabled,V,Wire,S6622,PoB,REGALL24,FIL,H,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
1,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGVS24,FIL,E,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
2,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
2,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,L,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,P,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,P,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,P,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,P,SBS
2,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,P,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REG,FIL,P,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REG,FIL,P,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REG,FIL,P,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REG,FIL,P,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REG,FIL,P,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REG,FIL,P,SBS
4,ATM,Central,VVB,First,Enabled,SR,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,SR,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,Central,VVB,First,Enabled,SR,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,Central,VVB,First,Enabled,SR,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,SR,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
3,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
2,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,SHO,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
2,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
3,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGONLY,FIL,ME,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,Store,REGFREE,TAK,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,Store,REGFREE,TAK,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,6632,Store,REGFREE,TAK,E,SBS
2,ATM,L2,VVB,First,Enabled,PE,Wire,6632,Store,REGFREE,TAK,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,Store,REGFREE,TAK,E,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,7600,Store,ZAP5,PRO,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,7600,Store,ZAP5,PRO,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,7600,Store,ZAP5,PRO,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,7600,Store,ZAP5,PRO,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
2,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600T,PoB,REGALL24,FIL,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
2,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
4,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
0,ATM,L1,VVB,Second,Enabled,V,Wire,5600,Store,REGFREE,MA,ME,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGVS24,FIL,E,SBS
0,ATM,L2,VVB,Third,Enabled,PE,Wire,2100,Store,NEW5,SHO,E,SBS
0,ATM,L2,VVB,Third,Enabled,PE,Wire,2100,Store,NEW5,SHO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,S6622,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
0,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
3,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
4,ATM,L2,VVB,First,Enabled,PE,Wire,6632,PoB,REGOS,LO,E,SBS
0,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
4,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
0,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
4,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
3,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
0,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
4,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
0,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
0,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
3,ATM,Central,VVB,Second,Enabled,NN,Wire,7600,Store,NEWP4,OC,ME,SBS
4,ATM,Central,VVB,Second,Enabled,SR,Wire,5600,Store,REGFREE,MA,ME,SBS
3,ATM,Central,VVB,Second,Enabled,SR,Wire,5600,Store,REGFREE,MA,ME,SBS
3,ATM,Central,VVB,Second,Enabled,SR,Wire,5600,Store,REGFREE,MA,ME,SBS
4,ATM,Central,VVB,First,Enabled,NN,Wire,6632,PoB,REG,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,6632,PoB,REG,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,6632,PoB,REG,FIL,H,SBS
4,ATM,Central,VVB,First,Enabled,NN,Wire,6632,PoB,REG,FIL,H,SBS
3,ATM,Central,VVB,First,Enabled,NN,Wire,6632,PoB,REG,FIL,H,SBS
0,ATM,Central,VVB,First,Enabled,NN,Wire,6632,PoB,REG,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
2,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
1,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,Store,ZAP,PRO,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,6632,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
2,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
3,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
4,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
0,ATM,L3,VVB,First,Enabled,IZ,Wire,S6622,PoB,REGVS24,FIL,H,SBS
